"","2009","2010","2011","2012","2013"
"251",-3368402.21758984,-8357598.37074114,-16542671.6292943,-27542068.2299657,-21306217.7964289
"252",781275.070059549,-10505943.5358852,-16371443.8271869,-27836408.3101184,-33250031.2279182
"253",-3368402.21758984,-7511869.1341097,-15098853.2611143,-22223238.8700078,-17222062.16492
"254",781275.070059549,-10886080.7551399,-8758910.45092512,-12535504.3824655,-16415145.6461335
"255",781275.070059549,-10144628.0914661,-14885623.4974802,-23612996.7673215,-30698143.4833554
"256",-3368402.21758984,-10237394.9945507,-9736936.2734233,-15933354.0270609,-14183490.2623919
"257",781275.070059549,-11875055.4999786,-10079006.7744253,-17685744.9532504,-18657124.1352064
"258",781275.070059549,-10000574.7143569,-14788101.1460137,-24078770.5387842,-26074323.5294521
"259",781275.070059549,-10722852.2251761,-11746390.5850459,-19438718.906224,-16898329.8062045
"260",4930952.35770893,-9425515.12899515,-20027987.4139043,-32722365.4471448,-35618298.4185256
"261",781275.070059549,-11764418.793605,-8254100.27876858,-12739586.8169155,-20767417.42954
"262",781275.070059549,-8522016.18635185,-18072378.4388229,-28752195.0302726,-27179628.9906795
"263",781275.070059549,-9181014.27691432,-18481986.5848024,-31737634.1666063,-21531026.2786227
"264",4930952.35770893,-10372700.151763,-11799328.7745148,-16218958.6171638,-22552214.7256858
"265",-3368402.21758984,-9047265.37038346,-11491022.5053862,-16941263.0912442,-16864401.2973856
"266",781275.070059549,-10420248.1844503,-15295138.5811773,-26104045.1929192,-28430515.6731682
"267",-3368402.21758984,-12063919.8391836,-10465541.437772,-20167941.3203995,-24203851.9649927
"268",781275.070059549,-11565638.6609389,-14479940.2230175,-26310830.2950029,-30431987.2338866
"269",781275.070059549,-11803988.9351312,-6366977.34575059,-8368868.52389948,-14747353.6602903
"270",-3368402.21758984,-11164525.3001124,-11706251.9011984,-21090348.7139456,-25428820.6728084
"271",4930952.35770893,-12298181.7024021,-10815587.7392816,-19292940.2905973,-14561134.5778823
"272",781275.070059549,-10347793.2872582,-20573727.9420011,-37742726.8655499,-35750476.8813047
"273",4930952.35770893,-13075643.2614584,-12341371.3482758,-23659098.7958671,-25201212.5550132
"274",781275.070059549,-10546914.1158515,-14103854.365813,-24341021.1065033,-19954012.7648146
"275",781275.070059549,-10825757.0427235,-5064721.41973767,-4543818.5380176,-4194675.78498873
"276",-3368402.21758984,-9922078.5112184,-15022341.6874035,-25782193.1814604,-28751768.1015653
"277",781275.070059549,-8289734.30177347,-18062192.6806274,-28629896.875066,-25118182.8660605
"278",4930952.35770893,-9559454.38649914,-8426137.31144838,-7984172.91923635,-9326327.85378514
"279",781275.070059549,-10086213.672842,-8560248.08557023,-11282806.5013032,-10250124.3645352
"280",781275.070059549,-9707537.80273393,-13497886.429874,-19626388.7792785,-26559670.8592035
"281",781275.070059549,-11730725.8440105,-12431445.9919114,-23486088.4414955,-18501672.5056554
"282",4930952.35770893,-11708228.5195272,-13298604.4070713,-23127787.4171284,-19639744.5033731
"283",-3368402.21758984,-11075484.6511572,-12889759.9617931,-23716805.9957689,-26501278.7400215
"284",781275.070059549,-8440030.93468429,-19635175.9980561,-33462267.7887893,-22622750.5719452
"285",781275.070059549,-11949947.2964874,-11383791.8752122,-20418100.1499627,-23535021.6175699
"286",4930952.35770893,-9104127.10362018,-15890387.4408015,-23181496.8825646,-24501743.6095037
"287",4930952.35770893,-7745228.47872015,-18783755.8316971,-27106602.5953101,-28769150.6703218
"288",4930952.35770893,-13078526.4074171,-13382459.5004833,-24822704.1154059,-30932390.9814749
"289",-3368402.21758984,-12219484.8704234,-12073545.0138129,-24810252.6123872,-25035618.3776072
"290",-3368402.21758984,-9066265.85644337,-19513592.7682384,-33560510.0464861,-39066699.9868732
"291",-3368402.21758984,-8587846.47137767,-13536971.5046571,-19549546.6552757,-24621968.993561
"292",-3368402.21758984,-9980266.11000316,-9671646.99940588,-14831381.6268107,-14357154.4829628
"293",-3368402.21758984,-7128820.14099465,-16149536.8781937,-23256443.5766039,-23539210.2981448
"294",781275.070059549,-8995215.53221862,-10696080.2286976,-12931914.899152,-14781127.3892624
"295",-3368402.21758984,-8358582.98445119,-15872941.5758822,-24208058.6622284,-30929987.5182018
"296",781275.070059549,-12433981.8969607,-13398562.7065431,-25888827.1479583,-25290743.2009569
"297",-3368402.21758984,-13280058.6530831,-5057799.27552546,-10492140.8621801,-16826063.4830324
"298",781275.070059549,-10580470.9638945,-12714796.8929014,-21533788.9014089,-14748583.2806174
"299",781275.070059549,-12274025.8385701,-12206824.4547617,-24033511.3725672,-18474646.477232
"300",781275.070059549,-10578931.0031851,-17631343.7171692,-32245802.9890724,-28930383.4432529
"301",4930952.35770893,-11793464.8720004,-12516071.753468,-20686480.7231846,-23444119.0897896
"302",4930952.35770893,-12441848.4211554,-9838216.5319555,-16587914.0506824,-17237409.017819
"303",-3368402.21758984,-9843869.79909654,-16440431.7544118,-29166096.4699738,-27266288.8165445
"304",4930952.35770893,-10221742.6954693,-16781595.3649957,-27680268.274111,-27145208.7666513
"305",4930952.35770893,-12192099.9028828,-16987129.9777372,-31515743.0160236,-35515640.9171381
"306",4930952.35770893,-8157594.31562218,-18728445.927056,-27647091.8430509,-28650148.7314168
"307",781275.070059549,-11294645.7716974,-14393428.4441411,-26477037.0697087,-27443008.7764426
"308",781275.070059549,-11069568.4993327,-11031688.2103083,-18900760.613874,-16092994.0754079
"309",4930952.35770893,-12593318.6105574,-12423704.9717959,-21964356.0014185,-27529017.0863412
"310",4930952.35770893,-8146353.921794,-16227502.2428941,-21981224.2809921,-26667964.4311084
"311",781275.070059549,-10886190.3626334,-13390990.7444275,-22282949.2394326,-25001526.9732395
"312",-3368402.21758984,-10569426.6096109,-12067953.1192369,-20101901.7804409,-25697103.5705419
"313",-3368402.21758984,-9760073.48235532,-13802766.2546663,-22500686.2699019,-28271787.0630901
"314",781275.070059549,-10023032.2121885,-12619547.4456788,-19325849.829396,-22315149.8293163
"315",4930952.35770893,-8961296.82347946,-19659508.3743384,-30924296.3454061,-33770927.6813801
"316",781275.070059549,-10418972.7618784,-14554068.9775678,-24773331.4231176,-21698445.1216919
"317",-3368402.21758984,-9694443.98105375,-14824715.5977901,-24451823.3799204,-31214874.6800492
"318",4930952.35770893,-8721814.41930837,-10824467.2940758,-11386919.9874365,-12741175.4669445
"319",4930952.35770893,-11883476.5469194,-11108942.3154755,-18883838.637939,-16108173.866851
"320",-3368402.21758984,-10174946.1712866,-6857586.00597245,-9211518.57518605,-6814444.51353279
"321",-3368402.21758984,-9694551.2557223,-14135773.4830379,-24021317.7764606,-25388549.5314188
"322",781275.070059549,-10076110.5258345,-12829344.9209791,-20322590.1488043,-20031222.3612142
"323",-3368402.21758984,-9055738.35721668,-16863528.0347221,-28891295.6938839,-28182299.9589927
"324",4930952.35770893,-10753368.6977685,-13603288.7249876,-21731659.3364045,-22979343.2761313
"325",4930952.35770893,-9635057.21406987,-16968175.1470152,-26502559.6118312,-27136836.1877917
"326",781275.070059549,-10088566.0648667,-12935822.5955325,-20267336.5774583,-22896106.6265771
"327",781275.070059549,-12490684.6562314,-6199974.82902846,-10643776.9169981,-11056950.5103921
"328",781275.070059549,-9225242.35248665,-17403017.3182254,-28360425.038117,-28351534.5630109
"329",-3368402.21758984,-8836917.09820396,-19159070.7105362,-32727892.5882024,-36744949.5123899
"330",4930952.35770893,-11710345.8811064,-11405898.5568447,-19333469.0116415,-15886240.9224727
"331",4930952.35770893,-8715930.04846466,-16354156.8490645,-23647249.1237827,-26435969.1857335
"332",781275.070059549,-11093185.3917099,-16309270.1084351,-30217482.9023654,-24638504.2147089
"333",-3368402.21758984,-10559611.6929167,-13822084.9600185,-24097346.1370405,-29089564.5413078
"334",4930952.35770893,-12790682.0794768,-8530365.63309816,-14593428.0212746,-18327816.5095298
"335",781275.070059549,-8481797.19754427,-17390768.2700339,-27117352.9063573,-26918296.8992878
"336",781275.070059549,-8591644.24471806,-16655875.3497532,-26404116.9383485,-20302697.2160903
"337",781275.070059549,-11557049.1652808,-10136761.0063842,-17696771.7210836,-15682569.9537022
"338",781275.070059549,-11643376.3225331,-13672095.1340527,-25072593.5685025,-23859294.260701
"339",781275.070059549,-12083937.0052389,-14229899.5279793,-27482343.6356443,-25467633.7443968
"340",4930952.35770893,-7582787.9508374,-19023625.6676778,-27573966.643187,-22869881.0593706
"341",781275.070059549,-10085629.2783789,-13068429.01454,-20841058.258235,-17271206.6527219
"342",-3368402.21758984,-10019877.9381729,-12975400.2211724,-22450329.0237875,-17041100.8974787
"343",-3368402.21758984,-10308566.8883387,-14543827.1885814,-24583552.6466929,-31993874.1340756
"344",-3368402.21758984,-8593664.55430203,-16850256.409304,-27455890.5480619,-28358500.9712843
"345",781275.070059549,-11889733.1359306,-8906873.39447161,-15061952.4650799,-17215479.0168701
"346",4930952.35770893,-9612973.08849595,-12845617.2648572,-16882168.3196981,-21765877.8805329
"347",-3368402.21758984,-7530191.41809669,-16862394.5124499,-24741506.6243023,-29818090.8164506
"348",-3368402.21758984,-9512408.17125662,-16211299.9843043,-27286855.7530395,-32729965.1993157
"349",-3368402.21758984,-9098255.58094382,-18756943.3105619,-32792126.6933988,-31843948.072361
"350",781275.070059549,-9376803.01486155,-16869150.6420325,-27121909.2300172,-28784701.6052209
"351",781275.070059549,-10829357.1090163,-15573248.5422149,-27137308.7347994,-28902407.6794297
"352",-3368402.21758984,-7752811.65280566,-14680421.4517191,-21115185.4016183,-20686832.2476539
"353",-3368402.21758984,-8819789.20173591,-12864076.3408661,-18750278.151756,-22897978.1919779
"354",781275.070059549,-9217341.01228008,-22344213.3069165,-39110662.2155631,-38905972.2841811
"355",781275.070059549,-10619123.0734608,-11002056.0180895,-16998651.1147775,-20403671.3767451
"356",781275.070059549,-10436772.7213563,-12555597.8880156,-19915023.5664385,-21183365.3205183
"357",-3368402.21758984,-12521459.6614651,-8708671.40937809,-17012012.9229086,-21399850.3014099
"358",781275.070059549,-10351987.4595317,-14380582.0452164,-24222303.759165,-27426506.2874056
"359",4930952.35770893,-9856009.92026141,-14530016.6690745,-22440708.6712038,-17841982.0065405
"360",781275.070059549,-11734342.3709762,-14390391.4482687,-26989145.5508885,-24925845.5135318
"361",-3368402.21758984,-10071212.6991596,-13327491.0667037,-21974408.6337426,-25637320.7799094
"362",781275.070059549,-10077117.9947346,-11402650.5169596,-17172858.175221,-16838793.893344
"363",-3368402.21758984,-9063168.97471899,-12945939.0161076,-20654085.9765912,-14761490.3626963
"364",781275.070059549,-11928262.9728477,-17945441.051757,-34066721.5347351,-39803624.4820306
"365",781275.070059549,-9290020.59718307,-17521537.9857648,-28958828.990649,-28583705.364417
"366",-3368402.21758984,-10296835.9467667,-16890206.6332022,-30360664.5143281,-34926321.0189402
"367",781275.070059549,-11724579.7681363,-13088659.6653269,-24064516.0871228,-24590403.495703
"368",-3368402.21758984,-10466238.0888758,-14668595.0851506,-26472291.3406802,-27232484.7121351
"369",781275.070059549,-8544348.07322646,-17915541.1490272,-28558955.3532614,-26918975.6812922
"370",-3368402.21758984,-7923423.29159945,-12516233.3361086,-16359922.3986483,-19921351.7118939
"371",-3368402.21758984,-10275966.669894,-15952252.6568694,-28401819.0357597,-33315835.1378703
"372",781275.070059549,-8614262.81416462,-20747048.5682054,-34517524.6976222,-34019080.2032732
"373",4930952.35770893,-10061924.1316519,-19616098.8992184,-34965144.943342,-26174154.9829183
"374",781275.070059549,-9621255.91170464,-13647397.538258,-21356273.3433655,-19019527.7831958
"375",-3368402.21758984,-9207991.18673806,-16823986.6653958,-29486854.539052,-25509340.0992497
"376",-3368402.21758984,-9912159.51480379,-15986938.0701356,-27486043.6707927,-32423689.8408033
"377",781275.070059549,-10910537.3750641,-12858582.0703567,-21547857.3098568,-26551576.0600531
"378",781275.070059549,-10102688.4571301,-12763449.3321043,-19778755.4955778,-22425455.1078862
"379",-3368402.21758984,-8296614.85406323,-23452511.8078422,-41163495.1120741,-43267679.9693514
"380",-3368402.21758984,-9544466.74705023,-13314331.4215732,-21753964.6550922,-22974842.8421297
"381",-3368402.21758984,-10597707.338256,-7359716.55922656,-9264928.09480913,-23103520.3992897
"382",-3368402.21758984,-7489220.38987376,-13518217.4361565,-17938044.8417478,-17590495.2282826
"383",781275.070059549,-9335078.4376008,-18962606.9214492,-31905578.4859026,-31080214.6527479
"384",781275.070059549,-9346357.82851741,-9041112.51747283,-11069746.1510903,-8159405.39108361
"385",4930952.35770893,-11193885.2548487,-15279186.7277105,-26373292.1720538,-25047714.7704958
"386",-3368402.21758984,-11247495.0061107,-11859904.0745521,-22256267.1423114,-19440264.8340102
"387",4930952.35770893,-12273961.4902223,-10653146.2018967,-18141085.287065,-19726283.7244965
"388",781275.070059549,-8113015.99561967,-21033694.1381434,-33368670.1560572,-36617081.6051159
"389",781275.070059549,-11060818.7319574,-11241895.0570678,-19361166.9606898,-15800985.7693025
"390",4930952.35770893,-9342177.70771917,-18196881.2374753,-27934545.9402704,-32392659.7449599
"391",781275.070059549,-11284919.1907839,-18050105.0559979,-33193545.9837039,-39232504.2274537
"392",781275.070059549,-11178156.6422927,-11466005.6223939,-19413351.0846596,-19482253.3290384
"393",4930952.35770893,-10297312.6237582,-16185304.4001331,-26033006.1110253,-29896850.0673059
"394",781275.070059549,-8918682.35582852,-12443859.4180422,-16951369.8161457,-16576224.5648373
"395",781275.070059549,-9748930.27830652,-17410005.4727541,-30042507.0530434,-24171127.3643286
"396",781275.070059549,-8893703.84821338,-10833566.4818547,-13190776.0372647,-12933199.205736
"397",4930952.35770893,-9228884.29836994,-11825247.2161762,-14874411.2139738,-11522607.2505986
"398",781275.070059549,-9645926.30382028,-17502617.4930528,-29962615.0367236,-25835550.058516
"399",781275.070059549,-10470603.4470237,-18313805.6330258,-31869919.0589554,-34667159.0164063
"400",4930952.35770893,-9633827.01674617,-18486352.345009,-30625471.1545037,-24926319.9154666
"401",-3368402.21758984,-9251175.32346629,-13080001.0278652,-20572651.7878009,-23915728.5889788
"402",-3368402.21758984,-9700063.285444,-18730603.9697862,-33061264.248097,-39287427.3583725
"403",781275.070059549,-8889124.39968341,-12078045.5023623,-16220705.805282,-17197676.6891653
"404",781275.070059549,-9480733.55515703,-8487145.41319606,-9271445.94650719,-8401135.39415197
"405",4930952.35770893,-13641206.8066386,-5665766.66554395,-10203374.430934,-11982707.9144407
"406",781275.070059549,-9788871.38233718,-10854184.5615697,-14920243.2137683,-17682685.883598
"407",-3368402.21758984,-10087195.320534,-13390905.3713516,-23011865.8492475,-21753425.3240853
"408",4930952.35770893,-10177761.8990979,-15331274.8270649,-24437592.452954,-23928223.7389602
"409",781275.070059549,-10464745.3590167,-15802160.7788174,-27381405.9936312,-31941441.421402
"410",781275.070059549,-9150781.28757334,-24315391.3534535,-42216016.2013337,-48866738.9304513
"411",781275.070059549,-10660399.5084924,-9683946.75999954,-15367850.5294003,-12375771.993785
"412",781275.070059549,-10375013.2223274,-15107685.8722282,-25963080.0539011,-25592327.5582919
"413",781275.070059549,-11311855.8670344,-7335808.94353313,-11872824.8396717,-4685598.44309188
"414",781275.070059549,-9097282.53925719,-12745220.5429461,-17728198.7266538,-20738513.5563432
"415",-3368402.21758984,-8100879.10237359,-22555409.1266194,-39066857.1452746,-37954561.1661939
"416",-3368402.21758984,-12629166.5591759,-7273137.49385712,-15855393.2560254,-7832220.12053584
"417",781275.070059549,-7997180.08298683,-15077304.8168077,-20718066.4119008,-23271279.6772645
"418",781275.070059549,-10701489.9355616,-11311895.5504112,-17878311.266967,-19673794.6613001
"419",4930952.35770893,-10686320.2874707,-11986341.6604542,-17941699.1406722,-19279386.2826073
"420",4930952.35770893,-10304280.6483189,-15006560.5859513,-23075642.6642293,-31042838.2142447
"421",781275.070059549,-11155025.1279688,-18223040.2448183,-34233521.0137598,-34499299.5153032
"422",781275.070059549,-9789766.23815304,-17075130.8894681,-28144630.3644189,-32397874.580818
"423",-3368402.21758984,-9551951.40416818,-11652008.6029796,-18290923.4371935,-17845805.4025468
"424",-3368402.21758984,-10231907.8906344,-10694566.3323458,-18408229.1139572,-12360867.572145
"425",4930952.35770893,-12117515.2430829,-11381948.8688438,-20323944.1517276,-16438355.7511158
"426",4930952.35770893,-9765765.11569829,-18908940.1251884,-30544594.1303495,-35354022.715242
"427",781275.070059549,-11956309.5469085,-11793969.0686296,-20938405.4317831,-24165622.2519375
"428",-3368402.21758984,-10590744.8903656,-13384835.5873419,-24101958.6857294,-22152723.2898616
"429",4930952.35770893,-12731011.709976,-5096372.74344747,-7385443.24362501,-5366272.83067438
"430",781275.070059549,-9324307.68719587,-12744342.3134434,-17862688.0995773,-23300428.5734842
"431",4930952.35770893,-11387395.5643326,-14605222.7395519,-25236802.4811452,-24339928.1032594
"432",781275.070059549,-7548088.24688201,-25555455.8323243,-42712251.4047288,-44122435.5333063
"433",-3368402.21758984,-10919643.8448987,-10033943.5855909,-17193328.4942003,-16968905.0627316
"434",-3368402.21758984,-8623954.11380994,-14300290.9016709,-21158023.4910183,-26421939.2221387
"435",4930952.35770893,-9300533.97805967,-18263747.7680009,-29028300.3364766,-29085448.4593252
"436",781275.070059549,-11076664.6397379,-13140837.7328586,-22397711.0430476,-25680582.6823543
"437",781275.070059549,-11161883.1679223,-14770401.2829117,-25754285.3824646,-30943314.0410077
"438",781275.070059549,-10942928.6895661,-12772709.9056433,-21115673.2454855,-27459097.8049479
"439",4930952.35770893,-6069965.29460509,-25192231.8890351,-38026239.8107976,-34386859.7220173
"440",781275.070059549,-10686927.0102762,-11646561.4843049,-18619841.6962389,-22644569.3243262
"441",4930952.35770893,-10727049.0828556,-7910072.35113741,-9264846.3364603,-8330889.79240366
"442",781275.070059549,-10772188.0520572,-14106787.1095307,-23585528.7000604,-30287755.7965345
"443",781275.070059549,-11940188.7656382,-9550216.67040105,-15985884.3453077,-19878397.2793516
"444",781275.070059549,-11225749.0889326,-13470692.286476,-23358535.483353,-25809487.282492
"445",781275.070059549,-9772539.57352915,-18719140.2604005,-31511571.1017617,-35931960.6888362
"446",781275.070059549,-9438038.13886506,-20474361.2673652,-35211241.6023057,-36038732.5529836
"447",781275.070059549,-10695811.1262177,-17335649.3542519,-31248212.0375116,-32011698.029476
"448",781275.070059549,-10226444.5430886,-13200969.4831184,-20651533.2506862,-24534970.3187827
"449",781275.070059549,-10388250.9567621,-13742425.9470766,-23129173.1176724,-21792797.4677194
"450",781275.070059549,-10653651.3349133,-15140034.8473468,-25881182.2319494,-29075321.8538955
"451",4930952.35770893,-10730468.2320555,-17174196.5424804,-29204402.4821499,-33107183.4268432
"452",781275.070059549,-13535220.1215619,-5832408.4961526,-11627014.2587214,-14986176.4414695
"453",4930952.35770893,-10666929.1641963,-11127278.6470505,-15926125.2911561,-15739635.6521587
"454",781275.070059549,-10148807.2416889,-10331572.0937556,-14536400.2804125,-15540116.2048669
"455",781275.070059549,-10423664.0038528,-13503154.7682017,-23216901.3817114,-17070706.227788
"456",781275.070059549,-10572822.6493468,-9283185.9836184,-14447276.2151895,-6056961.13479283
"457",-3368402.21758984,-10724258.8847449,-19342928.655642,-36986683.366112,-37975291.2911304
"458",781275.070059549,-10630016.0516025,-11373572.0466243,-17986419.8468304,-19958600.1128081
"459",4930952.35770893,-12072741.4914173,-12166053.2958333,-21056740.4069786,-22375924.4039829
"460",781275.070059549,-10205672.5188559,-12723104.8508113,-19446691.7639467,-24739613.1777121
"461",781275.070059549,-11283655.0960993,-12079502.0465391,-20541182.5403251,-24816222.4922072
"462",781275.070059549,-11827210.3392851,-10405937.9803251,-18838574.6293356,-15701445.948124
"463",4930952.35770893,-11074680.2603909,-13939561.9079471,-22716722.0397303,-24469607.204258
"464",-3368402.21758984,-12225313.954995,-7517678.55053698,-14480576.7555625,-11446972.6570234
"465",-3368402.21758984,-12333170.4876471,-10177991.8736282,-21198333.9817509,-14660423.4201726
"466",781275.070059549,-10604179.6459,-17365040.7838144,-31634479.9241927,-29121313.5737682
"467",781275.070059549,-7785181.39124218,-17046417.7291682,-24300827.7538242,-27934004.0673493
"468",781275.070059549,-10034461.1357431,-17643062.3231655,-30312974.471757,-30248113.2707557
"469",781275.070059549,-10411957.5894373,-18344497.5415123,-33851779.1362457,-30063291.6616083
"470",-3368402.21758984,-10067795.7091061,-16851524.3748719,-29962544.4205826,-31425003.3337368
"471",4930952.35770893,-11758287.0564159,-11035918.2812528,-17006248.1756557,-23109683.1527707
"472",-3368402.21758984,-10853420.5665481,-10263349.050746,-17463700.2275682,-15808627.5768858
"473",781275.070059549,-10388106.6724545,-15571368.7978384,-25985363.0222004,-29708301.6514779
"474",-3368402.21758984,-9496986.07721434,-11789657.6480503,-18332947.4620911,-16530854.2829672
"475",781275.070059549,-9424145.21717416,-13231266.5286514,-19832985.534314,-16910695.6135102
"476",-3368402.21758984,-10517368.5735119,-13600991.4649173,-23457744.71171,-30142288.6836877
"477",4930952.35770893,-9656882.92766347,-14516013.8727438,-22182507.4684058,-16421612.8362024
"478",-3368402.21758984,-11361223.2016842,-9492100.37970675,-16472382.1993546,-20527665.0845469
"479",4930952.35770893,-10130982.5251501,-22840354.291558,-39828845.3568206,-44826346.9376156
"480",781275.070059549,-8979253.91153209,-19935359.0520317,-32168919.6988673,-37929434.9461557
"481",781275.070059549,-8611708.11869815,-12027716.9423068,-15830042.301518,-16527334.0114083
"482",781275.070059549,-10982295.9596844,-10886968.7817085,-17828664.8849265,-19154432.9319018
"483",781275.070059549,-10405235.2984403,-11579967.029328,-18254110.7690729,-18258684.8216369
"484",-3368402.21758984,-8692669.53835833,-16754327.1988435,-27526532.5586689,-27352182.4160586
"485",781275.070059549,-10169147.2636603,-16627875.752692,-28302707.4073709,-30125200.8762687
"486",781275.070059549,-9342727.57644503,-15733671.5294081,-24899566.2437528,-24473265.3385854
"487",781275.070059549,-13280226.6442885,-8160516.79401861,-15120374.4858564,-30155921.6967644
"488",4930952.35770893,-10262458.2263062,-14963513.7996354,-24050743.4009673,-20505655.2337894
"489",4930952.35770893,-10708409.5619288,-14688541.3456285,-23744715.4434336,-26009762.4543349
"490",4930952.35770893,-12005981.7241781,-12686168.7556223,-22602574.5718374,-21514906.3176587
"491",781275.070059549,-11018647.5669468,-14672962.0522064,-26508526.7297284,-25111065.4648048
"492",-3368402.21758984,-9126685.81793502,-14016091.4936592,-21956834.6408328,-27105135.062337
"493",781275.070059549,-8565744.21444034,-14812469.0064278,-20774195.7595399,-24563213.6626309
"494",781275.070059549,-10856006.2147171,-14080159.0556781,-22724692.8004759,-33829933.0772838
"495",4930952.35770893,-9145706.25486314,-19712871.5225507,-31206813.6736677,-36849685.1850061
"496",781275.070059549,-10827873.5748444,-13630979.0375071,-22590895.0344537,-26273623.5508447
"497",4930952.35770893,-11716895.2944823,-5874337.9528574,-6854973.27315289,-6947888.10077468
"498",781275.070059549,-12240889.8698584,-11522428.9257331,-19799334.2142642,-28867397.8975363
"499",781275.070059549,-10300781.4333042,-8909295.0135726,-11837211.0932738,-13604893.7244189
"500",4930952.35770893,-11211267.7439739,-10570072.8108998,-16875640.2593388,-8801713.89367812
